"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2022-07-15","97","-1.89","6.26","Harris II, Michael",671739,605218,,"foul",,,,,12,"Michael Harris II grounds out, third baseman Maikel Franco to first baseman Josh Bell.","R","L","R","WSH","ATL","S",,,1,1,2022,"-0.05","1.32","1.13","3.32",,,,0,8,"Top",,,,,660688,,,8.315696581644307,-140.99200264981138,-5.454414275825759,-2.4523840092565043,30.04147658826042,-13.416476703147765,"3.55","1.63",119,"77.7",8,"98.8",2448,"7.2",662516,605218,660688,605137,514917,596748,671277,628450,645302,665742,"53.27",,,,,,,,65,3,"4-Seam Fastball",1,7,7,1,7,1,7,1,"Standard","Standard",198,"0","-0.054"
"FF","2022-07-15","96.7","-1.95","6.23","Harris II, Michael",671739,605218,,"foul",,,,,12,"Michael Harris II grounds out, third baseman Maikel Franco to first baseman Josh Bell.","R","L","R","WSH","ATL","S",,,1,0,2022,"-0.08","1.58","0.88","2.87",,,,0,8,"Top",,,,,660688,,,7.866816033665906,-140.6308336711759,-7.148114493277787,-2.657914063005311,28.661362344032625,-9.768540187195722,"3.55","1.63",78,"43",21,"98.7",2584,"7.2",662516,605218,660688,605137,514917,596748,671277,628450,645302,665742,"53.29",,,,,,,,65,2,"4-Seam Fastball",1,7,7,1,7,1,7,1,"Standard","Standard",196,"0","-0.043"
"CU","2022-07-15","81","-1.83","6.21","Harris II, Michael",671739,605218,,"ball",,,,,11,"Michael Harris II grounds out, third baseman Maikel Franco to first baseman Josh Bell.","R","L","R","WSH","ATL","B",,,0,0,2022,"0.84","-0.89","-0.67","3.62",,,,0,8,"Top",,,,,660688,,,0.9974926928730028,-117.91944710938827,2.6767722906567277,7.576176202629846,24.93726534328965,-41.21198786191847,"3.33","1.49",,,,"81.8",1905,"7",662516,605218,660688,605137,514917,596748,671277,628450,645302,665742,"53.47",,,,,,,,65,1,"Curveball",1,7,7,1,7,1,7,1,"Standard","Standard",29,"0","0.033"
"SI","2022-07-14","91.2","0.03","5.97","Harris II, Michael",671739,434671,"home_run","hit_into_play",,,,,12,"Michael Harris II homers (8) on a fly ball to right center field.    Travis d'Arnaud scores.","R","L","R","WSH","ATL","X",,"fly_ball",3,2,2022,"-0.93","1.14","0.41","3.93",518595,,,2,5,"Top",197.33,49.03,,,660688,,,2.947040511690734,-132.82748858352264,-1.6969102549046426,-11.696076452816342,26.998991995759564,-18.534713311015583,"3.57","1.63",410,"103.2",32,"91.1",1892,"6.1",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"54.44",0.609,1.208,"2",1,0,3,6,35,10,"Sinker",2,2,2,2,4,2,4,2,"Standard","Standard",197,"-0.245","1.713"
"SL","2022-07-14","86.3","-0.47","6.07","Harris II, Michael",671739,434671,,"foul",,,,,5,"Michael Harris II homers (8) on a fly ball to right center field.    Travis d'Arnaud scores.","R","L","R","WSH","ATL","S",,,3,2,2022,"0.64","0.51","-0.15","2.74",518595,,,2,5,"Top",,,,,660688,,,-0.5593230778183647,-125.80740183344251,-2.7661865619679267,6.964203372460845,24.949098759444222,-26.459116509378532,"3.57","1.63",172,"65.2",38,"86.4",2138,"6.2",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"54.28",,,,,,,,35,9,"Slider",2,2,2,2,2,2,2,2,"Standard","Standard",172,"0","0"
"CU","2022-07-14","76.8","-0.42","5.97","Harris II, Michael",671739,434671,,"foul",,,,,8,"Michael Harris II homers (8) on a fly ball to right center field.    Travis d'Arnaud scores.","R","L","R","WSH","ATL","S",,,3,2,2022,"0.29","-0.07","-0.13","1.85",518595,,,2,5,"Top",,,,,660688,,,0.08477956857282885,-111.8816431186821,-1.5756101328159107,2.4258998445018887,20.877729702886754,-32.70148465190698,"3.57","1.63",135,"75",71,"76.8",1986,"6.3",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"54.19",,,,,,,,35,8,"Curveball",2,2,2,2,2,2,2,2,"Standard","Standard",75,"0","0"
"CU","2022-07-14","80","-0.47","5.94","Harris II, Michael",671739,434671,,"ball",,,,,13,"Michael Harris II homers (8) on a fly ball to right center field.    Travis d'Arnaud scores.","R","L","R","WSH","ATL","B",,,2,2,2022,"0.42","-0.1","-2.31","2.09",518595,,,2,5,"Top",,,,,660688,,,-4.828250876241389,-116.41465416931291,-1.597823547258652,4.728189436080907,21.882568836499576,-32.971438184270745,"3.57","1.61",,,,"80",1987,"6.3",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"54.23",,,,,,,,35,7,"Curveball",2,2,2,2,2,2,2,2,"Standard","Standard",113,"0","0.089"
"FF","2022-07-14","92.5","-0.21","5.88","Harris II, Michael",671739,434671,,"foul",,,,,8,"Michael Harris II homers (8) on a fly ball to right center field.    Travis d'Arnaud scores.","R","L","R","WSH","ATL","S",,,2,2,2022,"-0.45","1.01","-0.14","1.88",518595,,,2,5,"Top",,,,,660688,,,1.1504146427614175,-134.62775652134084,-6.627059506285267,-5.74880618359441,27.368313322389458,-18.682653846277056,"3.57","1.63",201,"71.9",38,"92.8",2073,"6.3",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"54.21",,,,,,,,35,6,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",205,"0","0"
"FF","2022-07-14","91","-0.12","5.95","Harris II, Michael",671739,434671,,"ball",,,,,12,"Michael Harris II homers (8) on a fly ball to right center field.    Travis d'Arnaud scores.","R","L","R","WSH","ATL","B",,,1,2,2022,"-0.12","1.46","0.12","5",518595,,,2,5,"Top",,,,,660688,,,0.8820757818521058,-132.6667993665233,0.3627730305546238,-1.6593088218916308,27.29461727650409,-15.200804737906983,"3.64","1.57",,,,"91",2052,"6.1",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"54.38",,,,,,,,35,5,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",206,"0","0.038"
"CH","2022-07-14","60.5","-0.73","5.82","Harris II, Michael",671739,434671,,"foul",,,,,11,"Michael Harris II homers (8) on a fly ball to right center field.    Travis d'Arnaud scores.","R","L","R","WSH","ATL","S",,,1,2,2022,"-0.22","1.2","-1.65","3.87",518595,,,2,5,"Top",,,,,660688,,,-1.225205087126019,-87.884523457305,4.027359967937832,-0.9285989121537399,13.347024260160007,-26.849370314454436,"3.57","1.63",133,"64.4",68,"60.5",1128,"6.5",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"53.97",,,,,,,,35,4,"Changeup",2,2,2,2,2,2,2,2,"Standard","Standard",209,"0","0"
"FF","2022-07-14","90.1","-0.25","5.94","Harris II, Michael",671739,434671,,"swinging_strike",,,,,12,"Michael Harris II homers (8) on a fly ball to right center field.    Travis d'Arnaud scores.","R","L","R","WSH","ATL","S",,,1,1,2022,"-0.27","1.37","0.77","4.12",518595,,,2,5,"Top",,,,,660688,,,3.106005961574966,-131.2646592735724,-1.5063767275874844,-3.7850307723938905,25.50766945110534,-16.183161140652913,"3.57","1.63",,,,"90.4",2158,"6.2",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"54.26",,,,,,,,35,3,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Standard",197,"0","-0.099"
"CH","2022-07-14","85.4","-0.59","5.85","Harris II, Michael",671739,434671,,"foul",,,,,6,"Michael Harris II homers (8) on a fly ball to right center field.    Travis d'Arnaud scores.","R","L","R","WSH","ATL","S",,,1,0,2022,"-0.8","0.86","0.48","2.39",518595,,,2,5,"Top",,,,,660688,,,4.117133569091498,-124.34271719299042,-3.613862307237363,-9.065440131001408,23.786167691146172,-22.775919623077904,"3.57","1.63",9,"100.9",-15,"85.7",1492,"6.3",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"54.17",,,,,,,,35,2,"Changeup",2,2,2,2,2,2,2,2,"Standard","Standard",231,"0","-0.049"
"FC","2022-07-14","88.7","-0.27","5.96","Harris II, Michael",671739,434671,,"ball",,,,,12,"Michael Harris II homers (8) on a fly ball to right center field.    Travis d'Arnaud scores.","R","L","R","WSH","ATL","B",,,0,0,2022,"0.08","1.03","0.6","5.37",518595,,,2,5,"Top",,,,,660688,,,1.956847429114528,-129.24516085127465,2.389891094014958,0.47402072056323913,24.610452410760278,-21.249917951440423,"3.61","1.69",,,,"88.7",2093,"6",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"54.47",,,,,,,,35,1,"Cutter",2,2,2,2,2,2,2,2,"Standard","Standard",189,"0","0.031"
"FF","2022-07-14","90.8","-0.1","6","Harris II, Michael",671739,434671,"strikeout","foul_tip",,,,,11,"Michael Harris II strikes out on a foul tip.","R","L","R","WSH","ATL","S",2,,1,2,2022,"-0.27","1.25","-0.86","3.09",,,,0,3,"Top",,,,,660688,,,-1.3212527330302377,-132.2443413791454,-4.055279597420615,-2.9283767646136245,26.972800711127505,-16.871367776465583,"3.57","1.63",,,,"90.7",1942,"6.1",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"54.41",,,"0",1,0,0,,19,4,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Strategic","Standard",207,"0.025","-0.158"
"CH","2022-07-14","82.6","-0.56","5.85","Harris II, Michael",671739,434671,,"swinging_strike",,,,,8,"Michael Harris II strikes out on a foul tip.","R","L","R","WSH","ATL","S",,,1,1,2022,"-1.08","0.57","-0.1","1.58",,,,0,3,"Top",,,,,660688,,,3.1546038322670524,-120.28189340616213,-4.35311526009077,-11.081547320534504,23.17501618137677,-25.961500729511368,"3.57","1.63",,,,"82.7",1536,"6.3",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"54.22",,,,,,,,19,3,"Changeup",2,2,2,2,2,2,2,2,"Standard","Standard",239,"0","-0.054"
"CH","2022-07-14","81.3","-0.74","5.76","Harris II, Michael",671739,434671,,"ball",,,,,13,"Michael Harris II strikes out on a foul tip.","R","L","R","WSH","ATL","B",,,0,1,2022,"-0.97","0.9","-0.21","0.47",,,,0,3,"Top",,,,,660688,,,3.056424997169027,-118.27454195994795,-6.972360507001097,-9.718951449965402,22.53395608192252,-22.621688479741753,"3.64","1.71",,,,"81.3",1486,"6.3",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"54.18",,,,,,,,19,2,"Changeup",2,2,2,2,2,2,2,2,"Standard","Standard",228,"0","0.025"
"CU","2022-07-14","75.4","-0.8","5.99","Harris II, Michael",671739,434671,,"called_strike",,,,,1,"Michael Harris II strikes out on a foul tip.","R","L","R","WSH","ATL","S",,,0,0,2022,"0.29","0.03","-0.6","3.11",,,,0,3,"Top",,,,,660688,,,-0.0886522745975118,-109.83838581409213,1.112707922921268,2.339548925756306,20.61399291682923,-32.399092413721654,"3.59","1.67",,,,"75.1",1857,"6.1",662518,434671,660688,605137,514917,596748,671277,628450,657041,665742,"54.35",,,,,,,,19,1,"Curveball",2,2,2,2,2,2,2,2,"Standard","Standard",71,"0","-0.034"
"FS","2022-07-14","81.6","-0.91","6.07","Harris II, Michael",671739,461325,"field_out","hit_into_play",,,,,13,"Michael Harris II grounds out, second baseman Cesar Hernandez to first baseman Josh Bell.","R","L","R","WSH","ATL","X",4,"ground_ball",0,2,2022,"-0.47","0.15","-1.1","2.21",,,,0,8,"Top",145.04,158.7,,,660688,,,0.4698017640058152,-118.89465892808714,-2.384421767553367,-4.562240199680138,23.29873829440029,-30.548757842808794,"3.55","1.61",3,"72.4",-39,"81.3",385,"6.1",662518,461325,660688,605137,514917,596748,671277,628450,657041,665742,"54.42",0.109,0.1,"0",1,0,0,2,55,3,"Split-Finger",2,5,5,2,5,2,5,2,"Strategic","Standard",248,"0.007","-0.141"
"CU","2022-07-14","75.9","-1.91","5.15","Harris II, Michael",671739,461325,,"foul_tip",,,,,9,"Michael Harris II grounds out, second baseman Cesar Hernandez to first baseman Josh Bell.","R","L","R","WSH","ATL","S",,,0,1,2022,"0.59","-0.85","0.73","2.22",,,,0,8,"Top",,,,,660688,,,4.458108253672004,-110.49544544236724,2.4424840980286016,4.061129187396209,18.891646435269152,-39.766796975613765,"3.57","1.63",,,,"76",2160,"6.2",662518,461325,660688,605137,514917,596748,671277,628450,657041,665742,"54.28",,,,,,,,55,2,"Curveball",2,5,5,2,5,2,5,2,"Standard","Standard",38,"0","-0.046"
"SI","2022-07-14","88.7","-2.01","5.63","Harris II, Michael",671739,461325,,"called_strike",,,,,11,"Michael Harris II grounds out, second baseman Cesar Hernandez to first baseman Josh Bell.","R","L","R","WSH","ATL","S",,,0,0,2022,"-1.08","1.05","-1.03","3.37",,,,0,8,"Top",,,,,660688,,,4.63686751876469,-129.21571223308405,-1.7031480328547213,-13.051295808613297,26.0030213981097,-20.214028757740483,"3.63","1.61",,,,"88.7",2124,"6.1",662518,461325,660688,605137,514917,596748,671277,628450,657041,665742,"54.36",,,,,,,,55,1,"Sinker",2,5,5,2,5,2,5,2,"Standard","Standard",214,"0","-0.034"
"ST","2022-07-13","74.3","-1.63","5.24","Harris II, Michael",671739,605135,"walk","ball",,,,,14,"Michael Harris II walks.","R","L","R","ATL","NYM","B",,,3,2,2022,"1.31","-0.18","1.84","1.85",,,,1,5,"Bot",,,,,621512,,,4.810597723739685,-108.19159256151599,0.6082093687238113,9.402411826801156,19.41917075296159,-33.89090493535427,"3.43","1.64",,,,"74.3",2318,"6.3",661505,605135,621512,624413,641645,500871,596019,592192,607043,608671,"54.21",,,"0.7",1,0,0,,40,7,"Sweeper",0,4,0,4,4,0,0,4,"Standard","Standard",65,"0.021","0.212"
"SI","2022-07-13","92.9","-1.3","5.75","Harris II, Michael",671739,605135,,"foul",,,,,1,"Michael Harris II walks.","R","L","R","ATL","NYM","S",,,3,2,2022,"-1.11","0.58","-0.55","3.27",,,,1,5,"Bot",,,,,621512,,,4.362018210944139,-135.40172382619792,-1.9383128984391123,-14.646162491359267,26.38801653309017,-24.735946550982984,"3.57","1.62",247,"79.1",46,"93.5",2028,"6.3",661505,605135,621512,624413,641645,500871,596019,592192,607043,608671,"54.2",,,,,,,,40,6,"Sinker",0,4,0,4,4,0,0,4,"Standard","Standard",219,"0","0"
"FF","2022-07-13","93","-1.28","5.64","Harris II, Michael",671739,605135,,"ball",,,,,12,"Michael Harris II walks.","R","L","R","ATL","NYM","B",,,2,2,2022,"-0.27","1.19","0.06","4.83",,,,1,5,"Bot",,,,,621512,,,4.017226630750351,-135.4342463524935,1.0418159473865427,-4.114972859565972,27.115676993980316,-17.893732746824053,"3.53","1.62",,,,"93.1",2213,"6.1",661505,605135,621512,624413,641645,500871,596019,592192,607043,608671,"54.35",,,,,,,,40,5,"4-Seam Fastball",0,4,0,4,4,0,0,4,"Standard","Standard",218,"0","0.073"
"SI","2022-07-13","92.4","-1.55","5.43","Harris II, Michael",671739,605135,,"foul",,,,,8,"Michael Harris II walks.","R","L","R","ATL","NYM","S",,,2,1,2022,"-1.18","0.66","0","1.97",,,,1,5,"Bot",,,,,621512,,,6.507906241957018,-134.50333735461518,-4.47708829038703,-15.723896562536005,26.873147898083715,-23.398546487088282,"3.57","1.62",222,"75.1",48,"92.6",2164,"6.2",661505,605135,621512,624413,641645,500871,596019,592192,607043,608671,"54.29",,,,,,,,40,4,"Sinker",0,4,0,4,4,0,0,4,"Standard","Standard",225,"0","-0.046"
"SI","2022-07-13","93","-1.38","5.55","Harris II, Michael",671739,605135,,"called_strike",,,,,8,"Michael Harris II walks.","R","L","R","ATL","NYM","S",,,2,0,2022,"-1.1","0.89","0.22","2.08",,,,1,5,"Bot",,,,,621512,,,6.504925027596077,-135.2367812491985,-5.086306742197334,-14.885666000781304,27.97769640019924,-20.3786557457185,"3.49","1.62",,,,"93.1",2138,"6.3",661505,605135,621512,624413,641645,500871,596019,592192,607043,608671,"54.2",,,,,,,,40,3,"Sinker",0,4,0,4,4,0,0,4,"Standard","Standard",218,"0","-0.042"
"SI","2022-07-13","92.7","-1.61","5.42","Harris II, Michael",671739,605135,,"ball",,,,,13,"Michael Harris II walks.","R","L","R","ATL","NYM","B",,,1,0,2022,"-1.32","0.69","-1.3","1.17",,,,1,5,"Bot",,,,,621512,,,3.6829173713677665,-134.8975939177687,-6.575114177731452,-16.981832177255328,28.2384487111891,-22.520635443923645,"3.47","1.66",,,,"92.7",2085,"6.2",661505,605135,621512,624413,641645,500871,596019,592192,607043,608671,"54.28",,,,,,,,40,2,"Sinker",0,4,0,4,4,0,0,4,"Standard","Standard",225,"0","0.044"
"SI","2022-07-13","93.1","-1.43","5.6","Harris II, Michael",671739,605135,,"ball",,,,,3,"Michael Harris II walks.","R","L","R","ATL","NYM","B",,,0,0,2022,"-1.13","0.89","0.72","3.25",,,,1,5,"Bot",,,,,621512,,,7.987207128852402,-135.35870649306062,-2.227420212208062,-15.60534961103032,28.406339154738692,-20.930360433789254,"3.51","1.64",,,,"93.1",2135,"6.2",661505,605135,621512,624413,641645,500871,596019,592192,607043,608671,"54.26",,,,,,,,40,1,"Sinker",0,4,0,4,4,0,0,4,"Standard","Standard",221,"0","0.023"
"FC","2022-07-13","89","-1.35","5.78","Harris II, Michael",671739,605135,"strikeout","swinging_strike",,,,,11,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","S",2,,2,2,2022,"0.42","0.8","-0.34","3.7",,,,1,3,"Bot",,,,,621512,,,1.5967833705557382,-129.75811027338995,-0.8429277922157794,4.4885315022808685,22.72559061321145,-23.074377318285407,"3.57","1.62",,,,"89.6",2172,"6.2",661505,605135,621512,624413,641645,500871,596019,592192,607043,608671,"54.28",,,"0",1,0,0,,23,5,"Cutter",0,4,0,4,4,0,0,4,"Standard","Standard",188,"-0.012","-0.134"
"CH","2022-07-13","83.3","-1.04","5.99","Harris II, Michael",671739,605135,,"foul",,,,,5,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","S",,,2,1,2022,"-0.38","0.85","-0.14","2.82",,,,1,3,"Bot",,,,,621512,,,2.8005682656123945,-121.34972171399001,-2.5708151398476464,-4.266244410195734,21.838178041581727,-23.45619764221814,"3.57","1.62",,,,"83.4",1313,"6.1",661505,605135,621512,624413,641645,500871,596019,592192,607043,608671,"54.42",,,,,,,,23,4,"Changeup",0,4,0,4,4,0,0,4,"Standard","Standard",244,"0","-0.046"
"CU","2022-07-13","70.5","-1.01","6.03","Harris II, Michael",671739,605135,,"ball",,,,,14,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","B",,,1,1,2022,"1.49","-0.79","1.3","0.97",,,,1,3,"Bot",,,,,621512,,,2.0044293292316087,-102.6292913605736,-0.7867838747415344,10.07103003583541,19.38417327341175,-37.804806485363784,"3.49","1.62",,,,"70",2323,"6.2",661505,605135,621512,624413,641645,500871,596019,592192,607043,608671,"54.33",,,,,,,,23,3,"Curveball",0,4,0,4,4,0,0,4,"Standard","Standard",38,"0","0.033"
"CU","2022-07-13","69.5","-1.01","6.04","Harris II, Michael",671739,605135,,"called_strike",,,,,4,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","S",,,1,0,2022,"1.19","-0.88","-0.73","2.51",,,,1,3,"Bot",,,,,621512,,,-1.4072988424493014,-101.09518979597264,2.45550897138774,8.333832021517352,17.87550785970593,-38.81895455418013,"3.34","1.56",,,,"69",2211,"6.1",661505,605135,621512,624413,641645,500871,596019,592192,607043,608671,"54.39",,,,,,,,23,2,"Curveball",0,4,0,4,4,0,0,4,"Standard","Standard",39,"0","-0.031"
"SI","2022-07-13","93.1","-1.24","5.62","Harris II, Michael",671739,605135,,"ball",,,,,14,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","B",,,0,0,2022,"-0.8","0.88","1.06","2.05",,,,1,3,"Bot",,,,,621512,,,7.655638110522784,-135.3478343044848,-5.3444510897927895,-11.441690176331432,27.19520062081877,-20.36311441383047,"3.53","1.67",,,,"93.3",2105,"6.3",661505,605135,621512,624413,641645,500871,596019,592192,607043,608671,"54.19",,,,,,,,23,1,"Sinker",0,4,0,4,4,0,0,4,"Standard","Standard",216,"0","0.023"
"CH","2022-07-13","87.8","-2.11","5.64","Harris II, Michael",671739,622098,"strikeout","swinging_strike",,,,,7,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","S",2,,1,2,2022,"-1.03","1.13","-0.39","2.2",,,429664,1,7,"Bot",,,,,621512,,,6.267338673106169,-127.74865339866959,-4.573911631115261,-12.577262096149806,24.68256130089551,-19.039829103003555,"3.57","1.62",,,,"87.8",1915,"6.1",661505,622098,621512,624413,641645,500871,596019,592192,607043,608671,"54.36",,,"0",1,0,0,,60,4,"Changeup",1,7,1,7,7,1,1,7,"Standard","Standard",238,"-0.006","-0.209"
"FC","2022-07-13","92","-1.54","6.22","Harris II, Michael",671739,488984,"strikeout","swinging_strike",,,,,14,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","S",2,,0,2,2022,"0.28","0.92","1.3","2.5",,,,2,9,"Bot",,,,,621512,,,6.5858288205701365,-133.9056015001062,-5.674602488111066,2.148455137956679,24.606849393532777,-20.032100190749482,"3.57","1.62",,,,"92.5",2459,"6.3",661505,488984,621512,642086,641645,500871,596019,542255,607043,608671,"54.25",,,"0",1,0,0,,75,3,"Cutter",3,7,3,7,7,3,3,7,"Standard","Standard",191,"-0.001","-0.059"
"CH","2022-07-13","86.3","-2.26","5.64","Harris II, Michael",671739,622098,,"swinging_strike",,,,,13,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","S",,,1,1,2022,"-1.04","1.07","-1.29","1.86",,,429664,1,7,"Bot",,,,,621512,,,4.39397842487279,-125.66697594055968,-4.954559069528463,-11.897649781600096,24.582698740053264,-20.02911119906429,"3.57","1.62",,,,"86.1",1856,"6.1",661505,622098,621512,624413,641645,500871,596019,592192,607043,608671,"54.44",,,,,,,,60,3,"Changeup",1,7,1,7,7,1,1,7,"Standard","Standard",242,"0","-0.07"
"SI","2022-07-13","93.5","-1.52","6.28","Harris II, Michael",671739,488984,,"swinging_strike",,,,,13,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","S",,,0,1,2022,"-1.02","0.81","-1.45","1.83",,,,2,9,"Bot",,,,,621512,,,2.4292876811095367,-136.08435453550823,-7.537924320553523,-13.179670869250222,28.712734614504132,-20.716533253165707,"3.57","1.62",,,,"93.8",2356,"6.4",661505,488984,621512,642086,641645,500871,596019,542255,607043,608671,"54.14",,,,,,,,75,2,"Sinker",3,7,3,7,7,3,3,7,"Strategic","Standard",217,"0","-0.023"
"SI","2022-07-13","94.3","-1.33","6.33","Harris II, Michael",671739,488984,,"called_strike",,,,,9,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","S",,,0,0,2022,"-0.96","0.92","0.41","1.73",,,,2,9,"Bot",,,,,621512,,,6.64140481248595,-137.05335024252145,-8.28096302029053,-13.552621242375615,30.686501731923748,-18.91455116802551,"3.49","1.6",,,,"94.2",2343,"6.3",661505,488984,621512,642086,641645,500871,596019,542255,607043,608671,"54.17",,,,,,,,75,1,"Sinker",3,7,3,7,7,3,3,7,"Strategic","Standard",214,"0","-0.017"
"FF","2022-07-13","96.2","-2.1","5.95","Harris II, Michael",671739,622098,,"ball",,,,,11,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","B",,,0,1,2022,"-0.37","1.58","-1.13","5.8",,,429664,1,7,"Bot",,,,,621512,,,3.3756198103490007,-140.12070074920274,1.5751693852571873,-5.601184530220155,30.454835866357588,-11.848935787667065,"3.51","1.49",,,,"95.3",2554,"5.6",661505,622098,621512,624413,641645,500871,596019,592192,607043,608671,"54.86",,,,,,,,60,2,"4-Seam Fastball",1,7,1,7,7,1,1,7,"Standard","Standard",205,"0","0.031"
"FF","2022-07-13","96.7","-2.22","5.82","Harris II, Michael",671739,622098,,"swinging_strike",,,,,11,"Michael Harris II strikes out swinging.","R","L","R","ATL","NYM","S",,,0,0,2022,"-0.67","1.5","-0.51","3.83",,,429664,1,7,"Bot",,,,,621512,,,6.054397796403126,-140.7567427362852,-3.1829917868553244,-10.276065743130214,30.646042674613533,-11.636979482179163,"3.57","1.62",,,,"96.1",2635,"5.8",661505,622098,621512,624413,641645,500871,596019,592192,607043,608671,"54.68",,,,,,,,60,1,"4-Seam Fastball",1,7,1,7,7,1,1,7,"Standard","Standard",212,"0","-0.048"
"FF","2022-07-12","93.3","2.27","6.06","Harris II, Michael",671739,656849,"field_out","hit_into_play",,,,,9,"Michael Harris II grounds out, second baseman Luis Guillorme to first baseman Dominic Smith.","R","L","L","ATL","NYM","X",4,"ground_ball",2,1,2022,"0.8","1.14","0.37","2.04",,,,2,5,"Bot",156.72,147.43,,,664850,,,-6.738459708843924,-135.6358653389318,-7.153875308098706,11.400834757487297,30.476473611381603,-16.69896683077803,"3.57","1.63",82,"96.4",3,"94.3",2183,"7",661506,656849,664850,642086,641645,500871,596019,592192,607043,608671,"53.51",0.474,0.455,"0",1,0,0,4,41,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard",128,"-0.016","-0.114"
"SL","2022-07-12","83.5","2.4","6","Harris II, Michael",671739,656849,,"ball",,,,,13,"Michael Harris II grounds out, second baseman Luis Guillorme to first baseman Dominic Smith.","R","L","L","ATL","NYM","B",,,1,1,2022,"-0.18","-0.03","-1.99","0.88",,,,2,5,"Bot",,,,,664850,,,-9.860584395926152,-121.1140618022906,-5.261092551999153,0.2962244145413534,24.912262272446878,-31.56015254891956,"3.6","1.72",,,,"84.1",2525,"7",661506,656849,664850,642086,641645,500871,596019,592192,607043,608671,"53.52",,,,,,,,41,3,"Slider",0,1,0,1,1,0,0,1,"Strategic","Standard",343,"0","0.021"
"FF","2022-07-12","94.6","2.21","6.03","Harris II, Michael",671739,656849,,"ball",,,,,13,"Michael Harris II grounds out, second baseman Luis Guillorme to first baseman Dominic Smith.","R","L","L","ATL","NYM","B",,,0,1,2022,"0.63","1.3","-1.38","1.15",,,,2,5,"Bot",,,,,664850,,,-10.939185282586404,-137.03064943234978,-10.04455847877039,10.410711440743185,31.231662412853424,-13.576157039078726,"3.52","1.64",,,,"95.8",2162,"7.3",661506,656849,664850,642086,641645,500871,596019,592192,607043,608671,"53.19",,,,,,,,41,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard",132,"0","0.011"
"SL","2022-07-12","84.6","2.35","5.95","Harris II, Michael",671739,656849,,"swinging_strike",,,,,13,"Michael Harris II grounds out, second baseman Luis Guillorme to first baseman Dominic Smith.","R","L","L","ATL","NYM","S",,,0,0,2022,"-0.14","0.09","-1.5","1.45",,,,2,5,"Bot",,,,,664850,,,-8.814889328429727,-122.84954408311098,-4.316123972433009,0.46565825336378697,26.289691988574788,-30.5183479708269,"3.57","1.63",,,,"85.3",2438,"7.1",661506,656849,664850,642086,641645,500871,596019,592192,607043,608671,"53.45",,,,,,,,41,1,"Slider",0,1,0,1,1,0,0,1,"Strategic","Standard",317,"0","-0.017"
