"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2022-06-23","94.4","-1.97","6.33","Harris II, Michael",671739,641793,,"foul",,,,,2,"Michael Harris II strikes out swinging.","R","L","R","ATL","SF","S",,,0,1,2022,"-0.54","1.46","0.13","3.1",,,606115,2,3,"Bot",,,,,592200,,,6.695141461950078,-137.35757580930652,-6.039506554557639,-8.2436635652326,27.78070693224271,-12.526921831664776,"3.5","1.65",,,,"95.1",2053,"6.5",661140,641793,592200,573131,527038,446334,642731,592626,596103,573262,"54.01",,,,,,,,31,2,"4-Seam Fastball",6,1,6,1,1,6,6,1,"Infield shift","Standard",205,"0","-0.048"
"FF","2022-06-23","93.8","-1.99","6.29","Harris II, Michael",671739,641793,,"swinging_strike",,,,,4,"Michael Harris II strikes out swinging.","R","L","R","ATL","SF","S",,,0,0,2022,"-0.75","1.34","-0.72","2.69",,,606115,2,3,"Bot",,,,,592200,,,4.974049713136625,-136.45573844162334,-6.609621106999237,-10.425876257356464,28.05178645469854,-14.123476569007714,"3.5","1.65",,,,"94.4",2235,"6.5",661140,641793,592200,573131,527038,446334,642731,592626,596103,573262,"53.99",,,,,,,,31,1,"4-Seam Fastball",6,1,6,1,1,6,6,1,"Infield shift","Standard",204,"0","-0.035"
"FF","2022-06-23","95","1.56","5.79","Harris II, Michael",671739,606424,,"ball",,,,,13,"Michael Harris II grounds out, second baseman Wilmer Flores to first baseman Darin Ruf.","R","L","L","ATL","SF","B",,,0,2,2022,"0.96","1.16","-1.09","1.35",,,,0,6,"Bot",,,,,642851,,,-9.107779136460831,-137.9059057579348,-8.654697920842624,14.118967503616286,27.00486154542552,-15.64083890438076,"3.5","1.57",,,,"95.8",2265,"6.6",661140,606424,642851,573131,527038,446334,642731,592626,596103,573262,"53.91",,,,,,,,55,6,"4-Seam Fastball",7,4,7,4,4,7,7,4,"Infield shift","Standard",134,"0","0.017"
"CH","2022-06-23","86","1.33","5.72","Harris II, Michael",671739,606424,,"foul",,,,,13,"Michael Harris II grounds out, second baseman Wilmer Flores to first baseman Darin Ruf.","R","L","L","ATL","SF","S",,,0,2,2022,"1.19","1.02","-0.29","1.2",,,,0,6,"Bot",,,,,642851,,,-6.264681864366182,-124.99912823549887,-6.5678092825660155,13.769514853560914,24.111958702850078,-20.375102632590586,"3.5","1.65",50,"28.8",38,"86.4",2207,"6.5",661140,606424,642851,573131,527038,446334,642731,592626,596103,573262,"54.01",,,,,,,,55,5,"Changeup",7,4,7,4,4,7,7,4,"Infield shift","Standard",120,"0","0"
"SL","2022-06-23","81.6","1.56","5.8","Harris II, Michael",671739,606424,,"foul",,,,,6,"Michael Harris II grounds out, second baseman Wilmer Flores to first baseman Darin Ruf.","R","L","L","ATL","SF","S",,,0,2,2022,"-0.4","-0.3","0.61","2.23",,,,0,6,"Bot",,,,,642851,,,-1.3875794541446504,-118.9635855119339,-0.9925634609435862,-3.591426712156439,19.57131570943726,-35.05311213893915,"3.5","1.65",3,"70.1",-37,"82.5",2277,"6.5",661140,606424,642851,573131,527038,446334,642731,592626,596103,573262,"54.03",,,,,,,,55,4,"Slider",7,4,7,4,4,7,7,4,"Infield shift","Standard",272,"0","0"
"SL","2022-06-23","82.2","1.5","5.84","Harris II, Michael",671739,606424,,"foul",,,,,13,"Michael Harris II grounds out, second baseman Wilmer Flores to first baseman Darin Ruf.","R","L","L","ATL","SF","S",,,0,2,2022,"-0.41","-0.13","-1.38","1.98",,,,0,6,"Bot",,,,,642851,,,-5.7514864618579375,-119.71221010078067,-1.9976883775498218,-2.9240625803071207,22.073120766735585,-33.28328648905068,"3.5","1.65",202,"65.3",31,"82.6",2277,"6.4",661140,606424,642851,573131,527038,446334,642731,592626,596103,573262,"54.07",,,,,,,,55,3,"Slider",7,4,7,4,4,7,7,4,"Infield shift","Standard",256,"0","0"
"SL","2022-06-23","82.8","1.46","5.86","Harris II, Michael",671739,606424,,"swinging_strike",,,,,13,"Michael Harris II grounds out, second baseman Wilmer Flores to first baseman Darin Ruf.","R","L","L","ATL","SF","S",,,0,1,2022,"-0.5","-0.11","-0.56","1.41",,,,0,6,"Bot",,,,,642851,,,-3.662158881787849,-120.66552869588628,-3.5062408411107198,-4.185694109289274,22.60073270087279,-32.75461514404865,"3.5","1.65",,,,"83.3",2323,"6.4",661140,606424,642851,573131,527038,446334,642731,592626,596103,573262,"54.05",,,,,,,,55,2,"Slider",7,4,7,4,4,7,7,4,"Infield shift","Standard",250,"0","-0.046"
"FF","2022-06-23","93.8","1.6","5.77","Harris II, Michael",671739,606424,,"called_strike",,,,,7,"Michael Harris II grounds out, second baseman Wilmer Flores to first baseman Darin Ruf.","R","L","L","ATL","SF","S",,,0,0,2022,"0.97","0.96","-0.53","2.2",,,,0,6,"Bot",,,,,642851,,,-7.663983965695842,-136.39462318635003,-5.659427682305315,13.694120973531096,27.638319064449306,-19.159501717525224,"3.59","1.65",,,,"94.5",2188,"6.6",661140,606424,642851,573131,527038,446334,642731,592626,596103,573262,"53.93",,,,,,,,55,1,"4-Seam Fastball",7,4,7,4,4,7,7,4,"Infield shift","Standard",133,"0","-0.034"
"FF","2022-06-23","95.2","0.6","5.95","Harris II, Michael",671739,669674,"strikeout","swinging_strike",,,,,12,"Michael Harris II strikes out swinging.","R","L","L","ATL","SF","S",2,,0,2,2022,"0.48","1.44","0.46","3.67",,,594838,2,7,"Bot",,,,,642851,,,-1.4274707392052353,-138.6289612362421,-3.582664417996111,6.47178155324263,30.66883035259106,-12.94947156946871,"3.5","1.65",,,,"94.8",2183,"6",661140,669674,642851,573131,527038,446334,642731,592626,596103,573262,"54.49",,,"0",1,0,0,,67,3,"4-Seam Fastball",7,4,7,4,4,7,7,4,"Infield shift","Standard",147,"-0.005","-0.135"
"FF","2022-06-23","94.9","0.65","6","Harris II, Michael",671739,669674,,"swinging_strike",,,,,11,"Michael Harris II strikes out swinging.","R","L","L","ATL","SF","S",,,0,1,2022,"0.36","1.42","-0.99","3.04",,,594838,2,7,"Bot",,,,,642851,,,-5.081623721451611,-138.07579425780386,-5.257321064494433,5.746214668715069,30.068461406852027,-13.027618190460727,"3.5","1.65",13,,,"94.7",2175,"6.2",661140,669674,642851,573131,527038,446334,642731,592626,596103,573262,"54.35",,,,,,,,67,2,"4-Seam Fastball",7,4,7,4,4,7,7,4,"Infield shift","Standard",150,"0","-0.048"
"CU","2022-06-23","76.7","0.44","6.21","Harris II, Michael",671739,669674,,"called_strike",,,,,5,"Michael Harris II strikes out swinging.","R","L","L","ATL","SF","S",,,0,0,2022,"-0.19","-1.19","0.11","2.38",,,594838,2,7,"Bot",,,,,642851,,,-0.34562170442145757,-111.7457443938489,1.0463428882726753,-1.5344669922558474,21.05538378633127,-42.500255815393544,"3.54","1.65",,,,"76.1",2489,"5.9",661140,669674,642851,573131,527038,446334,642731,592626,596103,573262,"54.58",,,,,,,,67,1,"Curveball",7,4,7,4,4,7,7,4,"Infield shift","Standard",338,"0","-0.035"
"SL","2022-06-22","87.7","2.45","6.2","Harris II, Michael",671739,607074,"strikeout","swinging_strike",,,,,13,"Michael Harris II strikes out swinging.","R","L","L","ATL","SF","S",2,,0,2,2022,"-0.7","-0.31","-1.38","1.03",,,,0,6,"Bot",,,,,642851,,,-7.780180237594183,-127.42097587441643,-5.686927760931037,-5.94467354803467,27.08144088432635,-34.47476681931823,"3.51","1.65",,,,"87.3",2697,"6.2",661141,607074,642851,474832,527038,446334,642731,592626,573262,573131,"54.32",,,"0",1,0,0,,41,3,"Slider",0,2,0,2,2,0,0,2,"Infield shift","Standard",289,"-0.035","-0.141"
"FF","2022-06-22","94.6","1.97","6.35","Harris II, Michael",671739,607074,,"foul",,,,,5,"Michael Harris II strikes out swinging.","R","L","L","ATL","SF","S",,,0,1,2022,"0.7","1.4","-0.26","2.68",,,,0,6,"Bot",,,,,642851,,,-7.3627754615177095,-137.54905118755215,-7.059611678769144,10.427811058278985,27.33574791330229,-12.945804966807135,"3.51","1.65",227,"79.9",60,"95",2447,"6.3",661141,607074,642851,474832,527038,446334,642731,592626,573262,573131,"54.17",,,,,,,,41,2,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Infield shift","Standard",149,"0","-0.046"
"FF","2022-06-22","95.8","2.3","6.28","Harris II, Michael",671739,607074,,"called_strike",,,,,7,"Michael Harris II strikes out swinging.","R","L","L","ATL","SF","S",,,0,0,2022,"0.73","1.43","-0.36","1.78",,,,0,6,"Bot",,,,,642851,,,-8.655901213338696,-139.14660846741842,-9.55054227029498,11.31177851683316,27.886897614873117,-11.650688257796322,"3.53","1.76",,,,"96",2469,"6.3",661141,607074,642851,474832,527038,446334,642731,592626,573262,573131,"54.22",,,,,,,,41,1,"4-Seam Fastball",0,2,0,2,2,0,0,2,"Infield shift","Standard",149,"0","-0.034"
"SL","2022-06-22","83.8","2.49","6.27","Harris II, Michael",671739,607074,"strikeout","swinging_strike",,,,,12,"Michael Harris II strikes out swinging.","R","L","L","ATL","SF","S",2,,1,2,2022,"-0.83","-0.35","0.4","4.11",,,,1,3,"Bot",,,,,642851,,,-3.1846317109882505,-122.106293323168,2.0298482398242204,-7.753650585742961,22.297829469066148,-36.23274301159086,"3.51","1.65",,,,"83.9",2481,"6.1",661141,607074,642851,474832,527038,446334,642731,592626,573262,573131,"54.4",,,"0",1,0,0,,21,4,"Slider",0,1,0,1,1,0,0,1,"Infield shift","Standard",289,"-0.019","-0.112"
"SL","2022-06-22","87.3","2.58","6.2","Harris II, Michael",671739,607074,,"swinging_strike",,,,,14,"Michael Harris II strikes out swinging.","R","L","L","ATL","SF","S",,,1,1,2022,"-0.54","-0.07","0.45","1.4",,,,1,3,"Bot",,,,,642851,,,-4.018868419437323,-127.17328585681267,-5.304900890395512,-5.107643429668642,23.637042084010705,-32.173857056772285,"3.51","1.65",,,,"87.4",2499,"6.1",661141,607074,642851,474832,527038,446334,642731,592626,573262,573131,"54.43",,,,,,,,21,3,"Slider",0,1,0,1,1,0,0,1,"Infield shift","Standard",296,"0","-0.036"
"CU","2022-06-22","80.8","2.3","6.35","Harris II, Michael",671739,607074,,"ball",,,,,11,"Michael Harris II strikes out swinging.","R","L","L","ATL","SF","B",,,0,1,2022,"-0.36","-0.79","-1.34","3.33",,,,1,3,"Bot",,,,,642851,,,-7.4269932880704275,-117.47192123025735,1.4146052511084097,-1.944220046073396,21.471148126005215,-39.961412148386664,"3.57","1.69",,,,"80.7",2631,"6.2",661141,607074,642851,474832,527038,446334,642731,592626,573262,573131,"54.32",,,,,,,,21,2,"Curveball",0,1,0,1,1,0,0,1,"Infield shift","Standard",320,"0","0.016"
"FF","2022-06-22","95.7","2.23","6.4","Harris II, Michael",671739,607074,,"called_strike",,,,,5,"Michael Harris II strikes out swinging.","R","L","L","ATL","SF","S",,,0,0,2022,"0.61","1.57","0.15","2.79",,,,1,3,"Bot",,,,,642851,,,-6.87063093894508,-139.06288550586785,-7.463536694535479,9.429997784170373,29.38393169779442,-10.29948122177709,"3.51","1.65",,,,"95.7",2376,"6.3",661141,607074,642851,474832,527038,446334,642731,592626,573262,573131,"54.23",,,,,,,,21,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shift","Standard",144,"0","-0.024"
"SL","2022-06-22","82.6","-1.81","5.55","Harris II, Michael",671739,605154,"strikeout","swinging_strike",,,,,13,"Michael Harris II strikes out swinging.","R","L","R","ATL","SF","S",2,,1,2,2022,"0.44","0.04","-0.83","1.09",,,,1,8,"Bot",,,,,642851,,,1.4014211225513897,-120.37925120185089,-3.83961699847245,4.013858510203161,21.268798528859982,-31.280035293740678,"3.51","1.65",,,,"83.8",2572,"6.8",661141,605154,642851,474832,527038,446334,642731,573131,596103,573262,"53.68",,,"0",1,0,0,,57,4,"Slider",1,2,1,2,2,1,1,2,"Infield shift","Standard",102,"-0.046","-0.112"
"FF","2022-06-22","96.3","-1.77","5.75","Harris II, Michael",671739,605154,,"ball",,,,,11,"Michael Harris II strikes out swinging.","R","L","R","ATL","SF","B",,,0,2,2022,"-0.84","1.2","-1.47","4.71",,,,1,8,"Bot",,,,,642851,,,2.7203258688164396,-140.33070310037382,0.04130748053299749,-11.664102667644626,30.032103724362795,-16.42559210194408,"3.62","1.74",,,,"96.9",2351,"6.4",661141,605154,642851,474832,527038,446334,642731,573131,596103,573262,"54.08",,,,,,,,57,3,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Infield shift","Standard",221,"0","0.011"
"FF","2022-06-22","95.2","-1.78","5.68","Harris II, Michael",671739,605154,,"swinging_strike",,,,,2,"Michael Harris II strikes out swinging.","R","L","R","ATL","SF","S",,,0,1,2022,"-0.88","1.18","0.05","3.12",,,,1,8,"Bot",,,,,642851,,,6.82698168985382,-138.58108853422053,-3.7872322504289495,-12.806562916894647,28.733489408050126,-16.290047689698472,"3.51","1.65",,,,"96",2286,"6.5",661141,605154,642851,474832,527038,446334,642731,573131,596103,573262,"53.95",,,,,,,,57,2,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Infield shift","Standard",220,"0","-0.031"
"SL","2022-06-22","84.9","-1.85","5.51","Harris II, Michael",671739,605154,,"called_strike",,,,,11,"Michael Harris II strikes out swinging.","R","L","R","ATL","SF","S",,,0,0,2022,"0.43","0.22","-0.85","2.82",,,,1,8,"Bot",,,,,642851,,,1.5179633972629722,-123.80855225578307,-0.4996828875217936,4.136246627418338,22.423474465889903,-29.958919197681652,"3.51","1.62",,,,"86.3",2518,"6.8",661141,605154,642851,474832,527038,446334,642731,573131,596103,573262,"53.65",,,,,,,,57,1,"Slider",1,2,1,2,2,1,1,2,"Infield shift","Standard",120,"0","-0.024"
"CH","2022-06-21","85.2","-1.75","5.32","Harris II, Michael",671739,543101,"field_out","hit_into_play",,,,,13,"Michael Harris II grounds out to first baseman Brandon Belt.","R","L","R","ATL","SF","X",3,"ground_ball",1,1,2022,"-1.27","0.39","-0.19","1.35",,,594807,2,2,"Bot",152.48,169.85,,,642851,,,6.237735453928236,-123.93710263973723,-3.8553413329225728,-14.315610432792615,23.417232440590713,-27.598695318905687,"3.52","1.66",24,"80.8",-2,"85.8",1692,"6.6",661142,543101,642851,474832,642731,446334,543063,592626,573262,670768,"53.91",0.174,0.166,"0",1,0,0,2,20,3,"Changeup",2,4,2,4,4,2,2,4,"Infield shift","Standard",244,"-0.025","-0.209"
"SL","2022-06-21","84.4","-1.92","5.42","Harris II, Michael",671739,543101,,"called_strike",,,,,9,"Michael Harris II grounds out to first baseman Brandon Belt.","R","L","R","ATL","SF","S",,,1,0,2022,"0.39","0.72","0.74","1.9",,,594807,2,2,"Bot",,,,,642851,,,5.497494226436039,-122.95665281981928,-3.3361808327556144,2.9239941086132113,22.5020566934022,-24.449825199820243,"3.48","1.6",,,,"85.6",2131,"6.8",661142,543101,642851,474832,642731,446334,543063,592626,573262,670768,"53.67",,,,,,,,20,2,"Slider",2,4,2,4,4,2,2,4,"Infield shift","Standard",188,"0","-0.041"
"SI","2022-06-21","90.9","-1.74","5.38","Harris II, Michael",671739,543101,,"ball",,,,,11,"Michael Harris II grounds out to first baseman Brandon Belt.","R","L","R","ATL","SF","B",,,0,0,2022,"-1.26","0.77","-1.21","3.96",,,594807,2,2,"Bot",,,,,642851,,,4.0508885753317445,-132.30535432419757,0.6904159288018517,-15.63814122803946,27.604571464747966,-23.497940201192133,"3.52","1.74",,,,"91.6",1975,"6.6",661142,543101,642851,474832,642731,446334,543063,592626,573262,670768,"53.88",,,,,,,,20,1,"Sinker",2,4,2,4,4,2,2,4,"Infield shift","Standard",222,"0","0.032"
"SL","2022-06-21","89.6","-2.19","6.24","Harris II, Michael",671739,641793,"hit_by_pitch","hit_by_pitch",,,,,14,"Michael Harris II hit by pitch.","R","L","R","ATL","SF","B",,,0,2,2022,"0.01","0.36","2.38","0.04",,,,2,4,"Bot",,,,,642851,,,11.226217767824842,-129.6719244965026,-9.98558939002254,-2.359052765654126,28.127897654623737,-26.04867860413718,"3.52","1.66",,,,"89.2",2128,"6.5",661142,641793,642851,474832,527038,446334,642731,592626,573262,670768,"54.05",,,"0.7",1,0,0,,38,4,"Slider",5,6,5,6,6,5,5,6,"Infield shift","Strategic",203,"0.018","0.158"
"FF","2022-06-21","96.2","-1.89","6.28","Harris II, Michael",671739,641793,,"foul",,,,,3,"Michael Harris II hit by pitch.","R","L","R","ATL","SF","S",,,0,2,2022,"-0.53","1.64","0.79","3.03",,,,2,4,"Bot",,,,,642851,,,8.346575908218258,-139.77240954736527,-6.752721096590628,-8.848369875636674,32.84530122406739,-9.288196827991342,"3.52","1.66",,,,"96.4",2180,"6.6",661142,641793,642851,474832,527038,446334,642731,592626,573262,670768,"53.89",,,,,,,,38,3,"4-Seam Fastball",5,6,5,6,6,5,5,6,"Infield shift","Strategic",209,"0","0"
"FF","2022-06-21","94.6","-2.42","5.76","Harris II, Michael",671739,608678,"single","hit_into_play",,,,,13,"Michael Harris II singles on a ground ball to left fielder Joc Pederson.   Orlando Arcia to 2nd.","R","L","R","ATL","SF","X",7,"ground_ball",0,1,2022,"-0.41","1.2","-1.01","2.36",,,606115,2,8,"Bot",78.55,137.13,,,642851,,,4.5897092644985715,-137.65271427898142,-5.9000250794795015,-6.137686354755235,28.832530297499282,-15.824966286475188,"3.52","1.66",88,"82.5",5,"95.1",2291,"6.4",661142,608678,642851,474832,527038,446334,642731,592626,573262,670768,"54.07",0.309,0.286,"0.9",1,1,0,2,73,2,"4-Seam Fastball",8,9,8,9,9,8,8,9,"Infield shift","Strategic",218,"0.054","0.323"
"FF","2022-06-21","95.1","-1.9","6.3","Harris II, Michael",671739,641793,,"swinging_strike",,,,,3,"Michael Harris II hit by pitch.","R","L","R","ATL","SF","S",,,0,1,2022,"-0.34","1.66","0.75","3.15",,,,2,4,"Bot",,,,,642851,,,7.730407260877082,-138.1265996466403,-6.327693167669694,-6.0721865415497716,31.55517034844196,-9.742651141157442,"3.52","1.66",,,,"95.3",2167,"6.6",661142,641793,642851,474832,527038,446334,642731,592626,573262,670768,"53.94",,,,,,,,38,2,"4-Seam Fastball",5,6,5,6,6,5,5,6,"Infield shift","Strategic",198,"0","-0.023"
"FF","2022-06-21","95.2","-2.11","6.28","Harris II, Michael",671739,641793,,"swinging_strike",,,,,4,"Michael Harris II hit by pitch.","R","L","R","ATL","SF","S",,,0,0,2022,"-0.56","1.69","-0.37","2.71",,,,2,4,"Bot",,,,,642851,,,5.844049116092779,-138.32111200540098,-7.536369972111469,-8.504602286699953,31.955340337043896,-8.983075340171833,"3.52","1.66",,,,"95.4",2146,"6.6",661142,641793,642851,474832,527038,446334,642731,592626,573262,670768,"53.93",,,,,,,,38,1,"4-Seam Fastball",5,6,5,6,6,5,5,6,"Infield shift","Standard",210,"0","-0.017"
"FC","2022-06-21","90.5","-2.54","5.75","Harris II, Michael",671739,608678,,"called_strike",,,,,13,"Michael Harris II singles on a ground ball to left fielder Joc Pederson.   Orlando Arcia to 2nd.","R","L","R","ATL","SF","S",,,0,0,2022,"0.1","0.83","-0.94","1.84",,,606115,2,8,"Bot",,,,,642851,,,3.8088435710909136,-131.83464644736637,-5.6773097430398805,0.443957005407216,24.56145940544278,-21.559654773313046,"3.46","1.64",,,,"91.5",2276,"6.5",661142,608678,642851,474832,527038,446334,642731,592626,573262,670768,"53.97",,,,,,,,73,1,"Cutter",8,9,8,9,9,8,8,9,"Infield shift","Standard",204,"0","-0.035"
"SL","2022-06-21","84.5","-2.13","5.59","Harris II, Michael",671739,605154,"field_out","hit_into_play",,,,,13,"Michael Harris II flies out to center fielder Mike Yastrzemski.","R","L","R","ATL","SF","X",8,"fly_ball",1,0,2022,"0.3","0.42","-0.33","1.4",,,,0,7,"Bot",127.95,84.29,,,642851,,,3.61574895555722,-123.08838825725783,-4.325289282697545,2.420901974234471,23.318225370341683,-27.227681987054634,"3.52","1.66",286,"80.9",32,"85.5",2611,"6.8",661142,605154,642851,474832,527038,446334,642731,592626,573262,670768,"53.74",0.046,0.041,"0",1,0,0,3,61,2,"Slider",7,9,7,9,9,7,7,9,"Infield shift","Strategic",149,"-0.038","-0.255"
"SL","2022-06-21","83.9","-2.08","5.6","Harris II, Michael",671739,605154,,"ball",,,,,11,"Michael Harris II flies out to center fielder Mike Yastrzemski.","R","L","R","ATL","SF","B",,,0,0,2022,"0.46","0.28","-0.1","3.58",,,,0,7,"Bot",,,,,642851,,,3.697826297327673,-122.16533225327164,1.182343743921993,3.8999802095083447,23.490328582495106,-29.846013170965254,"3.43","1.58",,,,"84.7",2505,"6.7",661142,605154,642851,474832,527038,446334,642731,592626,573262,670768,"53.8",,,,,,,,61,1,"Slider",7,9,7,9,9,7,7,9,"Infield shift","Strategic",119,"0","0.033"
"SL","2022-06-20","82.7","-1.5","4.67","Harris II, Michael",671739,657277,"triple","hit_into_play",,,,,9,"Michael Harris II triples (2) on a fly ball to second baseman Wilmer Flores, deflected by right fielder Mike Yastrzemski.","R","L","R","ATL","SF","X",9,"fly_ball",2,1,2022,"0.87","0.11","0.57","1.76",,,,2,5,"Bot",203.18,76.3,,,592200,,,3.064697180142204,-120.39614370799198,-0.29643010859395136,7.853255431532575,24.497478188311867,-31.298556851847255,"3.52","1.65",356,"96.4",36,"83.6",2676,"7",661143,657277,592200,573131,527038,446334,642731,670768,596103,573262,"53.55",0.14,0.27,"1.6",1,1,2,3,35,4,"Slider",1,0,1,0,0,1,1,0,"Infield shift","Standard",80,"0.028","0.272"
"CH","2022-06-20","87.8","-1.41","4.82","Harris II, Michael",671739,657277,,"foul",,,,,9,"Michael Harris II triples (2) on a fly ball to second baseman Wilmer Flores, deflected by right fielder Mike Yastrzemski.","R","L","R","ATL","SF","S",,,2,0,2022,"-0.5","-0.32","0.65","2.09",,,,2,5,"Bot",,,,,592200,,,6.088683542971221,-127.8713749744019,0.10895104278144507,-6.645567570333192,23.716227479217114,-35.892134456873194,"3.52","1.65",141,"104.8",7,"89.2",1453,"6.9",661143,657277,592200,573131,527038,446334,642731,670768,596103,573262,"53.64",,,,,,,,35,3,"Changeup",1,0,1,0,0,1,1,0,"Infield shift","Standard",271,"0","-0.023"
"SL","2022-06-20","81.3","-1.52","4.74","Harris II, Michael",671739,657277,,"ball",,,,,11,"Michael Harris II triples (2) on a fly ball to second baseman Wilmer Flores, deflected by right fielder Mike Yastrzemski.","R","L","R","ATL","SF","B",,,1,0,2022,"1.12","0.52","-1.14","3.43",,,,2,5,"Bot",,,,,592200,,,-1.30942540087984,-118.36644841344157,2.67162933702378,10.77560002360452,22.06471863242784,-27.999133627220978,"3.39","1.64",,,,"82.1",2626,"6.7",661143,657277,592200,573131,527038,446334,642731,670768,596103,573262,"53.77",,,,,,,,35,2,"Slider",1,0,1,0,0,1,1,0,"Infield shift","Standard",71,"0","0.023"
